Year,Team,NextYearsWins,Wins,OffTotYds,OffTotPlays,OffTotYdsperPly,OffTot1stDwns,OffPass1stDwns,OffRush1stDwns,OffTotTurnovers,OffFumblesLost,Off1stDwnsbyPenalty,OffPassComp,OffPassComp1,OffPassYds,OffPassTds,OffPassINTs,OffPassINT,OffPassLongest,OffPassYdsperAtt,OffPassAdjYdsperAtt,OffPassYdsperComp,OffPassYdsperGame,OffPasserRating,OffPassSacksAlwd,OffPassSackYds,OffPassNetYdsperAtt,OffPassAdjNetYdsperAtt,OffPassSack,OffGameWinningDrives,OffRushYds,OffRushTds,OffRushLongest,OffRushYdsperAtt,OffRushYdsperGame,OffFumbles,OffPuntReturns,OffPRYds,OffPRTds,OffPRLongest,OffPRYdsperAtt,OffKickReturns,OffKRYds,OffKRTds,OffKRLongest,OffKRYdsperAtt,OffAllPurposeYds,X119ydFGAtt,X119ydFGMade,X2029ydFGAtt,X2029ydFGMade,X129ydFG,X3039ydFGAtt,X3039ydFGMade,X3039ydFG,X4049ydFGAtt,X4049ydFGMade,X50ydFGAtt,X50ydFGMade,X40ydFG,TotalFGAtt,OffTotFGMade,OffTotFG,OffXPAtt,OffXPMade,OffXP,OffTimesPunted,OffPuntYards,OffLongestPunt,OffTimesHadPuntBlocked,OffYardsPerPunt,FmblTds,DefINTTdsScored,BlockedKickorMissedFGRetTds,TotalTdsScored,Off2ptConvMade,DefSafetiesScored,DefTotYdsAlwd,DefTotPlaysAlwd,DefTotYdsperPlayAlwd,DefTot1stDwnsAlwd,DefPass1stDwnsAlwd,DefRush1stDwnsAlwd,DefTurnoversCreated,DefFumblesRecovered,Def1stDwnsAlwdbyPenalty,DefPassCompAlwd,DefPassAttAlwd,DefPassCompAlwd,DefPassYdsAlwd,DefPassTdsAlwd,DefPassTDAlwd,DefPassINTs,DefPassINT,DefPassYdsperAttAlwd,DefPassAdjYdsperAttAlwd,DefPassYdsperCompAlwd,DefPassYdsperGameAlwd,DefPasserRatingAlwd,DefPassSacks,DefPassSackYds,DefPassNetYdsperAttAlwd,DefPassAdjNetYdsperAttAlwd,DefPassSack,DefRushYdsAlwd,DefRushTdsAlwd,DefRushYdsperAttAlwd,DefRushYdsperGameAlwd,DefPuntReturnsAlwd,DefPRTdsAlwd,DefKickReturnsAlwd,DefKRYdsAlwd,DefKRTdsAlwd,DefKRYdsperAttAlwd,DefTotFGAttAlwd,DefTotFGMadeAlwd,DefTotFGAlwd,DefXPAttAlwd,DefXPMadeAlwd,DefXPAlwd,DefPuntsAlwd,DefPuntYdsAlwd,DefPuntYdsperAttAlwd,Def2ptConvAlwd,OffSafeties,OffRushSuccessRate,HeadCoachDisturbance,QBDisturbance,RBDisturbance,OffRunPassRatio,OffPassPly,OffRunPly,OffYdsPt,DefYdsPt,OffPassDroprate,DefPassDropRate
2003,Seattle,9,10,56.27,1017,5.5,338,190,121,29,13,27,317,60.8,3618,27,16,3.1,80,7.4,7.1,12.2,226.1,88.2,43,254,6.4,6.1,7.6,3,2009,17,55,4.4,125.6,23,34,320,1,83,9.4,64,1336,0,56,20.9,7283,0,0,5,5,1,11,10,0.90909091,11,6,3,1,0.5,30,22,0.733,48,48,1,69,2844,61,2,41.2,3,0,0,48,0,1,5239,1069,4.9,304,183,93,28,12,28,343,573,59.9,3480,24,4.2,16,2.8,6.5,6.1,10.9,217.5,81.4,40,248,5.7,5.3,6.5,2294,17,4.2,143.4,29,0,79,1626,0,20.6,31,25,0.806,35,34,0.971,76,3025,39.8,1,0,0.49148418,No,No,No,0.80319149,0.55457227,0.44542773,13.9282178,16.0214067,7.94573643,4.42477876
2004,Seattle,13,9,56.34,1034,5.4,320,189,110,27,9,21,304,57.1,3539,23,18,3.4,60,7,6.3,12.2,221.2,79.1,34,176,6.3,5.6,6,0,2095,17,44,4.5,130.9,19,30,230,0,48,7.7,74,1529,0,36,20.7,7393,1,1,7,7,1,9,8,0.88888889,7,6,1,1,0.875,25,23,0.92,40,40,1,79,3115,60,2,39.4,0,3,0,43,2,0,5621,1047,5.4,311,191,102,35,12,18,340,559,60.8,3590,24,4.3,23,4.1,6.8,5.8,11.2,224.4,78.3,36,218,6,5.1,6.1,2031,17,4.5,126.9,33,0,77,1677,0,21.8,32,27,0.844,39,38,0.974,74,3093,41.8,0,1,0.48604651,No,No,No,0.82685512,0.54738878,0.45261122,15.1859838,15.0697051,7.23809524,4.94505495
2005,Seattle,9,13,59.15,1020,5.8,361,192,142,17,7,27,307,64.8,3458,25,10,2.1,56,7.7,7.8,11.8,216.1,96.8,27,174,6.9,7,5.4,2,2457,29,88,4.7,153.6,18,31,177,0,24,5.7,61,1347,0,53,22.1,7439,0,0,5,5,1,5,4,0.8,7,4,8,5,0.6,25,18,0.72,57,56,0.982,80,3282,62,0,41,1,2,0,57,0,0,5069,1041,4.9,295,194,78,27,11,23,331,571,58,3559,18,3.2,16,2.8,6.8,6.1,11.7,222.4,77.4,50,302,5.7,5.2,8.1,1510,5,3.6,94.4,41,0,82,1802,1,22,42,34,0.81,21,21,1,77,3088,40.1,2,0,0.52842105,No,No,No,1.03592814,0.49117647,0.50882353,13.0862832,18.704797,4.26439232,6.22775801
2006,Seattle,10,9,49.77,1045,4.8,312,167,112,34,12,33,292,57,3054,26,22,4.3,72,6.6,5.7,11.5,190.9,76,49,315,5.4,4.6,8.7,6,1923,8,37,4,120.2,21,49,424,1,90,8.7,69,1548,0,50,22.4,6949,0,0,10,10,1,7,5,0.71428571,9,7,5,3,0.71428571,31,25,0.806,36,36,1,86,3827,72,0,44.5,1,1,0,37,1,0,5285,986,5.4,277,160,102,26,14,15,299,504,59.3,3256,23,4.6,12,2.4,7,6.9,11.8,203.5,86.1,41,282,6,5.8,7.5,2029,12,4.6,126.8,39,0,61,1499,0,24.6,33,23,0.697,36,36,1,88,3775,42.9,1,0,0.4142539,No,No,No,0.8627451,0.53684211,0.46315789,14.8567164,15.4985337,7.72277228,4.41767068
2007,Seattle,4,10,55.83,1056,5.3,323,211,93,24,11,19,371,62.9,3964,30,13,2.2,65,7.1,7.1,11.3,247.8,91.8,36,217,6.3,6.4,5.8,3,1619,9,46,3.8,101.2,21,58,658,1,94,11.3,53,1173,2,91,22.1,7414,0,0,12,12,1,5,5,1,12,8,5,3,0.64705882,34,28,0.824,43,43,1,86,3436,62,0,40,1,1,0,44,0,1,5149,1035,5,278,183,78,34,14,17,333,568,58.6,3505,15,2.6,20,3.5,6.7,5.6,11.4,219.1,73,45,303,5.7,4.7,7.3,1644,16,3.9,102.8,37,0,72,1790,0,24.9,27,22,0.815,28,27,0.964,93,4324,46.5,1,2,0.45742092,No,Yes,Yes,0.68690096,0.59280303,0.40719697,14.2061069,17.6941581,4.10958904,5.15097691
2008,Seattle,5,4,43.85,927,4.7,265,142,104,27,12,19,262,55.3,2617,18,15,3.2,90,6,5.3,10.8,163.6,72.5,36,214,5.1,4.5,7.1,1,1768,10,45,4.2,110.5,20,35,353,0,30,10.1,77,1948,0,61,25.3,6686,0,0,7,7,1,10,9,0.9,6,5,4,3,0.8,27,24,0.889,30,30,1,90,4052,63,1,45,2,2,0,32,0,0,6048,1058,5.7,324,207,98,20,11,19,366,566,64.7,4149,25,4.4,9,1.6,7.7,7.8,11.9,259.3,96,35,193,6.9,7.1,5.8,1899,13,4.2,118.7,44,1,47,1205,0,25.6,41,37,0.902,39,39,1,68,3012,44.3,1,0,0.44186047,Yes,Yes,No,0.81764706,0.55016181,0.44983819,14.914966,15.4285714,6.62393162,3.97111913
2009,Seattle,7,5,50.69,1045,4.9,297,184,80,31,12,33,372,61.1,3503,20,19,3.1,53,6.2,5.4,10.1,218.9,76.7,41,268,5.4,4.7,6.3,1,1566,7,62,4,97.9,33,46,346,0,29,7.5,60,1316,0,46,21.9,6731,0,0,9,9,1,11,10,0.90909091,6,5,0,0,0.83333333,26,24,0.923,28,28,1,89,4100,70,0,46.1,1,2,0,30,0,0,5703,1024,5.6,305,204,80,23,10,21,374,568,65.8,3927,27,4.8,13,2.3,7.2,7.2,11,245.4,93.4,28,185,6.6,6.5,4.7,1776,17,4.1,111,43,1,46,1059,0,23,31,22,0.71,44,44,1,82,3870,47.2,2,0,0.44126075,Yes,No,Yes,0.60769231,0.62200957,0.37799043,18.1035714,14.6230769,4.47019868,5.71428571
2010,Seattle,7,7,47.65,964,4.9,260,159,81,31,11,20,324,59.6,3341,14,20,3.7,87,6.5,5.4,10.9,208.8,72.1,35,195,5.8,4.7,6,0,1424,13,39,3.7,89,18,42,468,0,84,11.1,65,1558,3,101,24,6791,2,2,12,10,0.85714286,7,7,1,7,5,2,1,0.66666667,26,21,0.808,31,31,1,78,3253,63,0,41.7,0,2,1,33,2,1,5897,1074,5.5,313,206,91,22,10,16,339,585,57.9,3994,31,5.3,12,2.1,7.2,7.4,12.5,249.6,89.7,37,246,6.4,6.5,5.9,1903,13,4.2,118.9,35,1,50,1099,0,22,30,25,0.833,44,44,1,81,3524,43.5,2,0,0.4251497,No,Yes,No,0.66493955,0.60062241,0.39937759,15.3709677,14.4889435,5.40037244,5.06108202
2011,Seattle,11,7,48.61,1003,4.8,265,153,89,23,9,23,299,58.7,3105,15,14,2.8,61,6.8,6.1,11.5,194.1,77.6,50,339,5.6,5,8.9,1,1756,15,48,4,109.8,22,42,464,0,37,11,46,1142,0,54,24.8,6806,2,2,6,5,0.875,10,9,0.9,8,7,4,2,0.75,30,25,0.833,34,34,1,95,4431,77,0,46.6,0,4,1,35,0,1,5315,1049,5.1,310,174,96,31,9,40,324,543,59.7,3518,18,3.3,22,4.1,6.9,5.7,11.6,219.9,74.8,33,232,6.1,5,5.7,1797,10,3.8,112.3,47,2,48,1249,1,26,37,28,0.757,32,31,0.969,81,0,0,0,0,0.42307692,No,Yes,No,0.79427549,0.55732802,0.44267198,15.1433022,16.8730159,5.38922156,5.40037244
2012,Seattle,NA,11,56.1,974,5.8,311,153,129,18,8,29,259,64,3031,27,10,2.5,67,8,8.2,12.5,189.4,100.6,33,203,6.9,7.1,7.5,5,2579,16,77,4.8,161.2,16,42,355,0,52,8.5,29,787,1,98,27.1,6955,1,1,7,7,1,10,10,1,5,5,4,1,0.66666667,27,24,0.889,48,46,0.958,65,2963,73,0,45.6,1,2,2,49,0,0,4899,968,5.1,295,186,80,31,13,29,327,564,58,3250,15,2.7,18,3.2,6.2,5.3,10.7,203.1,71.8,36,247,5.4,4.6,6,1649,8,4.5,103.1,29,0,50,1147,0,22.9,25,23,0.92,24,24,1,78,0,0,0,1,0.49069767,No,No,?,1.22374429,0.44969199,0.55030801,13.6165049,19.9959184,5.72139303,6.66666667
2002,St.Louis,12,7,55.59,1024,5.4,315,219,76,45,18,20,408,64.3,4154,24,27,4.3,58,7.1,5.9,11,259.6,79.9,46,326,6.1,5,6.8,2,1405,11,44,4.1,87.8,29,33,380,1,78,11.5,75,1642,0,53,21.9,7581,0,0,5,5,1,10,8,0.8,9,6,1,0,0.6,25,19,0.76,37,37,1,72,3020,64,0,41.9,1,0,0,37,0,0,5025,944,5.3,282,148,105,26,14,29,292,461,63.3,3209,15,3.3,12,2.6,7.5,7,11.8,200.6,86,38,240,6.4,5.9,7.6,1816,15,4.1,113.5,34,1,57,1354,2,23.8,30,26,0.867,39,39,1,70,2870,41,0,0,0.47157191,No,No,No,0.50367107,0.66503906,0.33496094,17.5917722,13.6178862,6.31067961,6.20842572
2003,St.Louis,8,12,54.57,1054,5.2,335,211,97,39,16,27,377,62.8,3961,23,23,3.8,48,7.1,6.2,11.4,247.6,81,43,326,6.2,5.3,6.7,4,1496,19,52,3.6,93.5,33,39,337,0,44,8.6,70,1488,0,42,21.3,7282,0,0,16,16,1,13,11,0.84615385,9,8,4,4,0.92307692,42,39,0.929,46,46,1,59,2525,57,0,42.8,2,3,0,47,0,1,5052,964,5.2,272,164,92,46,22,16,296,510,58,3072,23,4.5,24,4.7,6.6,5.4,11.4,192,73.3,42,291,5.6,4.4,7.6,2308,21,4.6,144.3,32,2,83,1985,2,23.9,24,19,0.792,36,35,0.972,74,3064,41.4,0,1,0.45901639,No,No,No,0.63919129,0.61005693,0.38994307,12.2080537,15.402439,3.19327731,5.38922156
2004,St.Louis,6,8,58.77,1011,5.8,321,203,96,39,17,22,372,64.1,4253,23,22,3.8,75,8,7,12.4,265.8,86.1,50,362,6.8,5.9,7.9,5,1624,11,48,4.3,101.5,27,30,143,0,39,4.8,84,1604,0,31,19.1,7624,0,0,7,7,1,6,5,0.83333333,6,3,5,4,0.63636364,24,19,0.792,32,32,1,68,2848,63,0,41.9,3,0,0,37,4,0,5353,1006,5.3,311,172,118,15,9,21,292,492,59.3,3174,24,4.9,6,1.2,6.9,7.4,11.7,198.4,91.6,34,241,6,6.4,6.5,2179,13,4.5,136.2,35,1,66,1680,1,25.5,36,31,0.861,39,39,1,71,3018,42.5,1,0,0.50852273,No,No,Yes,0.6047619,0.6231454,0.3768546,18.4231975,13.6556122,4.01396161,6.3394683
2005,St.Louis,8,6,55.71,1025,5.4,314,209,82,37,13,23,392,65.4,4036,23,24,4,83,7.3,6.2,11.1,252.3,83,46,315,6.3,5.3,7.1,5,1535,13,51,4,95.9,24,30,175,0,17,5.8,74,1580,1,99,21.4,7326,0,0,7,6,0.85714286,8,8,1,11,9,5,4,0.8125,31,27,0.871,36,36,1,73,3008,63,0,41.2,0,2,1,40,2,1,5602,1007,5.6,321,178,116,27,14,27,314,507,61.9,3424,26,5.1,13,2.6,7.1,7,11.5,214,89.8,41,195,6.2,6.1,7.5,2178,22,4.7,136.1,39,1,70,1781,0,25.4,33,26,0.788,49,49,1,68,2720,40,1,0,0.42857143,Yes,No,No,0.58914729,0.62926829,0.37073171,15.3471074,13.0582751,3.68509213,5.55555556
2006,St.Louis,3,8,57.67,1065,5.4,332,212,94,18,10,26,371,62.7,3962,24,8,1.4,67,7.3,7.5,11.7,247.6,92.7,49,366,6.2,6.4,7.6,3,1805,13,59,4.3,112.8,20,30,234,0,33,7.8,65,1383,0,40,21.3,7384,1,1,11,11,1,6,6,1,16,11,3,3,0.73684211,37,32,0.865,35,35,1,76,3266,74,1,43,1,1,0,39,1,0,5362,962,5.6,313,164,121,32,15,28,266,451,59,3035,21,4.7,17,3.8,7.2,6.4,12.2,189.7,81.1,34,214,6.3,5.5,7,2327,21,4.9,145.4,27,1,69,1701,2,24.7,24,19,0.792,46,46,1,67,3028,45.2,0,1,0.47474747,No,No,No,0.66146646,0.60187793,0.39812207,15.7138965,14.0734908,3.25342466,3.81165919
2007,St.Louis,2,3,47.6,1026,4.6,281,193,65,37,9,23,333,58,3233,19,28,4.9,40,6.2,4.7,10.7,202.1,67,48,328,5.2,3.8,7.7,0,1527,5,54,3.8,95.4,25,30,357,1,85,11.9,82,1938,0,84,23.6,7055,0,0,8,7,0.875,7,6,0.85714286,13,8,4,3,0.64705882,32,24,0.75,25,25,1,78,3684,80,0,47.2,0,2,0,27,1,1,5457,999,5.5,316,190,105,27,9,21,318,523,60.8,3613,25,4.8,18,3.4,7.4,6.8,12.1,225.8,85,31,234,6.5,6,5.6,1844,16,4.1,115.3,48,0,58,1578,2,27.2,39,34,0.872,44,44,1,66,3148,47.7,2,0,0.41370558,No,No,No,0.64951768,0.60623782,0.39376218,18.0988593,12.4589041,5.30973451,4.6692607
2008,St.Louis,1,2,45.96,982,4.7,249,140,95,31,12,14,292,56.2,2947,11,19,3.7,80,6.3,5.1,11.2,184.2,66.9,45,321,5.2,4.1,8,1,1649,8,56,4,103.1,18,29,245,0,34,8.4,80,1761,0,75,22,6602,0,0,8,8,1,7,7,1,13,10,8,6,0.76190476,36,31,0.861,19,19,1,83,4120,68,0,49.6,1,0,0,20,0,0,5950,975,6.1,320,158,146,26,14,16,278,444,62.6,3475,20,4.5,12,2.7,8.3,8,13.2,217.2,92.5,30,201,7.3,7,6.3,2475,26,4.9,154.7,57,0,56,1469,0,26.2,32,31,0.969,52,52,1,67,3028,45.2,1,0,0.43684211,Yes,No,No,0.7380531,0.57535642,0.42464358,19.8103448,12.7956989,5.21235521,4.27927928
2009,St.Louis,7,1,44.7,998,4.5,259,159,79,33,12,21,312,57.5,2686,12,21,3.9,50,5.5,4.2,9.5,167.9,64,44,284,4.6,3.4,7.5,1,1784,4,58,4.3,111.5,24,37,395,0,56,10.7,76,1764,0,58,23.2,6629,0,0,5,5,1,5,4,0.8,7,4,7,6,0.71428571,24,19,0.792,16,16,1,90,4212,63,0,46.8,0,1,0,17,0,0,5965,1016,5.9,333,182,127,20,12,24,315,491,64.2,3764,22,4.5,8,1.6,8,8.1,12.4,235.3,96.9,25,149,7.3,7.4,4.8,2201,24,4.4,137.6,41,0,43,1032,1,24,22,19,0.864,52,51,0.981,75,3322,44.3,1,1,0.4403183,No,Yes,No,0.70017036,0.58817635,0.41182365,25.5428571,13.6811927,6.133829,5.97938144
2010,St.Louis,2,7,48.46,1053,4.6,292,179,84,21,6,29,354,60,3268,18,15,2.5,49,6,5.4,9.9,204.3,76.5,34,244,5.2,4.7,5.4,0,1578,9,42,3.7,98.6,14,40,452,0,42,11.3,74,1614,0,84,21.8,6912,0,0,12,11,0.91666667,14,12,0.85714286,9,7,4,3,0.76923077,39,33,0.846,27,26,0.963,94,4277,63,0,45.5,0,0,0,27,0,1,5388,1017,5.3,304,191,88,26,12,25,328,570,57.5,3578,21,3.7,14,2.5,6.8,6.4,11.8,223.6,80.4,43,290,5.8,5.5,7,1810,7,4.5,113.1,45,1,65,1538,1,23.7,38,35,0.921,29,29,1,82,3674,44.8,1,0,0.40102828,No,No,No,0.6875,0.59259259,0.40740741,16.7681661,16.4268293,6.18556701,5.72450805
2011,St.Louis,7,2,45.37,1013,4.5,267,159,79,23,13,29,292,53.2,2870,9,10,1.8,68,5.9,5.4,11.2,179.4,69,55,388,4.8,4.3,9.1,1,1667,7,47,4.1,104.2,27,27,297,1,88,11,55,1280,0,47,23.3,6502,0,0,7,7,1,7,6,0.85714286,12,8,2,0,0.57142857,28,21,0.75,18,18,1,106,4652,65,0,43.9,0,1,0,18,0,2,5734,1033,5.6,313,166,122,18,6,25,293,484,60.5,3301,21,4.3,12,2.5,7.4,7.1,12.2,206.3,87.3,39,261,6.3,6.1,7.5,2433,17,4.8,152.1,45,2,36,902,0,25.1,37,31,0.838,44,44,1,81,0,0,0,0,0.376,Yes,No,No,0.67715232,0.59624877,0.40375123,23.507772,14.0884521,6.20437956,4.78170478
2012,St.Louis,NA,7,52.64,1002,5.3,287,189,79,22,8,19,332,59.6,3550,22,14,2.5,80,6.8,6.5,11.4,221.9,82.7,35,233,6,5.7,5.9,3,1714,5,53,4.2,107.1,24,37,245,0,23,6.6,38,799,0,48,21,6541,1,1,4,4,1,6,4,0.66666667,7,7,13,7,0.7,31,23,0.742,26,26,1,82,3756,68,0,45.8,1,4,0,32,5,1,5482,1041,5.3,327,197,107,21,4,23,362,547,66.2,3602,16,2.9,17,3.1,7.2,6.4,10.8,225.1,83.9,52,325,6,5.3,8.7,1880,18,4.3,117.5,41,0,30,730,0,24.3,37,30,0.811,36,36,1,73,0,0,0,0,0.45753425,No,No,?,0.69256757,0.59081836,0.40918164,17.6053512,15.7528736,4.58715596,4.99075786
2002,TampaBay,7,12,50.02,1022,4.9,287,172,90,21,11,25,348,61.4,3445,23,10,1.8,76,6.5,6.5,10.5,215.3,86.3,41,220,5.7,5.7,6.7,3,1557,6,59,3.8,97.3,24,44,430,1,56,9.8,45,1085,0,67,24.1,6517,0,0,8,7,0.875,15,14,0.93333333,10,6,6,5,0.6875,39,32,0.821,32,32,1,91,3879,71,0,42.6,1,4,0,35,2,2,4044,963,4.2,236,131,79,38,7,26,259,510,50.8,2490,10,2,31,6.1,5.5,3.1,10.8,155.6,48.4,43,295,4.5,2.3,7.8,1554,8,3.8,97.1,42,0,72,1567,0,21.8,23,17,0.739,19,19,1,99,4396,44.4,0,0,0.43915344,No,No,No,0.68092105,0.59491194,0.40508806,14.4566474,20.6326531,4.55373406,4.90797546
2003,TampaBay,5,7,54.53,1036,5.3,307,190,86,31,9,31,369,62.3,3805,27,22,3.7,76,6.7,5.9,10.7,237.8,81.5,23,136,6.2,5.5,3.7,0,1648,5,61,3.9,103,23,35,242,0,19,6.9,55,1042,0,44,18.9,6737,0,0,9,9,1,6,3,0.5,8,3,3,1,0.36363636,26,16,0.615,34,33,0.971,83,3590,60,0,43.3,1,3,0,36,1,1,4466,962,4.6,249,140,89,33,13,20,274,475,57.7,2710,16,3.4,20,4.2,6.2,5,10.7,169.4,69.7,36,234,5.3,4.2,7,2344,18,5.2,146.5,39,0,59,1393,0,23.6,34,25,0.735,27,27,1,82,3559,43.4,0,0,0.46907216,No,Yes,No,0.68455285,0.59362934,0.40637066,18.1162791,16.9166667,3.7414966,6.1965812
2004,TampaBay,11,5,49.63,949,5.2,271,175,74,36,18,22,340,66.4,3474,24,18,3.5,75,7.4,6.7,11.1,217.1,89.1,44,299,6.2,5.7,7.9,1,1489,9,78,3.8,93.1,32,33,213,1,59,6.5,60,1450,0,59,24.2,6626,0,0,7,6,0.85714286,9,5,0.55555556,6,2,2,2,0.5,24,15,0.625,33,32,0.97,83,3514,60,1,42.3,2,1,0,37,1,0,4552,961,4.7,258,131,101,27,11,26,247,436,56.7,2579,21,4.8,16,3.7,6.5,5.8,11.5,161.2,77.2,45,264,5.4,4.7,9.4,1973,8,4.1,123.3,31,0,58,1315,1,22.7,31,20,0.645,35,34,0.971,87,3863,44.4,0,0,0.45348837,No,Yes,Yes,0.70683453,0.58587987,0.41412013,16.4883721,14.9736842,3.38645418,4.62962963
2005,TampaBay,4,11,47.16,985,4.8,268,161,83,23,9,24,303,62.2,2890,17,14,2.9,80,6.5,5.9,10.5,180.6,80.7,41,281,5.5,4.9,7.8,3,1826,13,71,4,114.1,16,51,492,0,31,9.6,59,1148,0,37,19.5,6356,0,0,5,3,0.6,8,8,1,12,10,2,1,0.78571429,27,22,0.815,32,32,1,90,4101,61,0,45.6,3,0,0,33,1,1,4444,950,4.7,254,148,75,30,13,31,275,476,57.8,2929,15,3.2,17,3.6,6.6,5.7,11.5,183.1,73.5,36,229,5.7,4.8,7,1515,10,3.5,94.7,49,0,63,1368,1,21.7,33,26,0.788,27,26,0.963,80,3512,43.9,1,0,0.42654028,No,Yes,No,0.8655303,0.53604061,0.46395939,15.72,16.2189781,6.07966457,3.41151386
2006,TampaBay,9,4,43.21,972,4.4,237,133,82,32,14,22,296,55.3,2798,14,18,3.4,64,5.6,4.6,10.1,174.9,66.2,33,196,4.9,4,5.8,3,1523,6,38,3.8,95.2,27,54,353,0,18,6.5,61,1307,0,44,21.4,5981,0,0,8,8,1,3,3,1,9,5,2,1,0.54545455,22,17,0.773,23,22,0.957,93,4045,59,0,43.5,0,3,0,23,0,0,5271,1015,5.2,300,174,108,20,9,18,301,493,61.1,3354,26,5.3,11,2.2,7.1,7.2,11.7,209.6,91,25,166,6.5,6.5,4.8,1917,11,3.9,119.8,50,1,46,846,0,18.4,30,22,0.733,41,41,1,81,3370,41.6,0,0,0.41618497,No,Yes,Yes,0.71126761,0.58436214,0.41563786,20.478673,14.9320113,6.6539924,6.17283951
2007,TampaBay,9,9,52.29,975,5.4,281,162,98,20,12,21,316,64.5,3357,18,8,1.6,69,7.3,7.3,11.3,209.8,91.7,36,222,6.4,6.4,6.8,2,1872,15,31,4.2,117,18,50,334,0,35,6.7,48,1119,1,90,23.3,6682,0,0,12,11,0.91666667,11,11,1,7,6,3,0,0.6,33,28,0.848,34,34,1,78,3426,61,1,43.9,1,1,0,36,0,0,4451,977,4.6,258,158,93,35,19,7,297,490,60.6,2725,18,3.7,16,3.3,6,5.3,9.9,170.3,76.2,33,210,5.2,4.5,6.3,1726,11,3.8,107.9,38,0,68,1328,1,19.5,18,15,0.833,32,31,0.969,83,3610,43.5,0,1,0.50819672,No,No,Yes,0.85361217,0.53948718,0.46051282,15.6556886,16.4851852,7.33752621,6.18556701
2008,TampaBay,3,9,54.56,1045,5.2,298,184,100,26,13,14,355,63.2,3619,18,13,2.3,71,6.7,6.3,10.7,226.2,83.8,32,169,6.1,5.7,5.4,5,1837,13,68,4.1,114.8,21,47,440,1,70,9.4,60,1486,1,97,24.8,7382,0,0,12,12,1,15,15,1,8,5,3,0,0.45454545,38,32,0.842,36,35,0.972,77,3426,64,0,44.5,1,3,1,38,1,0,4898,945,5.2,259,153,87,30,8,19,276,475,58.1,2997,23,4.8,22,4.6,6.7,5.6,11.5,187.3,75.3,29,190,5.9,4.9,5.8,1901,8,4.3,118.8,39,0,74,1542,0,20.8,30,28,0.933,33,33,1,81,3532,43.6,1,0,0.49131514,Yes,Yes,Yes,0.75925926,0.56842105,0.43157895,15.1135734,15.1640867,5.8287796,5.17241379
2009,TampaBay,10,3,46,961,4.8,246,148,80,34,5,18,279,53.2,2973,18,29,5.5,47,6,4.2,11.2,185.8,59.8,33,161,5.3,3.6,5.9,2,1627,5,35,4,101.7,25,40,462,1,77,11.6,62,1630,1,97,26.3,6692,0,0,3,3,1,8,5,0.625,11,5,4,3,0.53333333,26,16,0.615,24,24,1,87,3626,63,0,41.7,0,2,1,28,2,0,5849,1039,5.6,324,171,129,29,10,24,301,482,62.4,3318,28,5.8,19,3.9,7.2,6.6,11.6,207.4,87.2,28,166,6.5,5.9,5.5,2531,16,4.8,158.2,38,0,46,878,0,19.1,32,26,0.813,46,44,0.957,72,3082,42.8,0,1,0.37609329,No,No,Yes,0.72531418,0.57960458,0.42039542,18.852459,14.6225,5.60928433,4.86257928
2010,TampaBay,4,10,53.62,955,5.6,288,172,97,19,13,19,306,61.9,3361,26,6,1.2,64,7.2,7.7,11.6,210.1,96.2,30,203,6.4,6.9,5.7,5,2001,9,61,4.6,125.1,24,30,193,0,23,6.4,57,1386,1,89,24.3,6941,0,0,6,6,1,10,10,1,10,6,2,1,0.58333333,28,23,0.821,37,37,1,76,3055,64,0,40.2,0,3,0,39,1,0,5323,991,5.4,307,171,118,28,9,18,307,521,58.9,3216,23,4.4,19,3.6,6.4,5.7,10.9,201,77.6,26,143,5.9,5.2,4.8,2107,12,4.7,131.7,32,0,75,1554,1,20.7,21,17,0.81,35,35,1,72,2916,40.5,2,0,0.41880342,No,No,No,0.82251908,0.5486911,0.4513089,15.7243402,16.7389937,4.31211499,5.46875
2011,TampaBay,7,4,51.08,966,5.3,277,180,74,40,16,23,365,62.1,3650,17,24,4.1,65,6.5,5.3,10.5,228.1,73.6,32,188,5.9,4.7,5.2,2,1458,9,54,4.2,91.1,30,29,231,0,34,8,46,1024,0,78,22.3,6551,0,0,5,5,1,6,6,1,14,13,3,2,0.88235294,28,26,0.929,23,23,1,67,3023,65,0,45.1,1,3,0,30,2,1,6311,1002,6.3,356,188,135,24,10,33,301,481,62.6,3814,30,6.2,14,2.9,8.2,8.2,13.2,238.4,97.2,23,148,7.6,7.5,4.6,2497,26,5,156.1,36,0,25,570,1,22.8,29,23,0.793,60,59,0.983,58,0,0,0,0,0.44485294,Yes,No,Yes,0.55806452,0.64182195,0.35817805,17.7979094,12.7753036,5.17241379,5.42797495
